"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","geneSymbols"
"GO:0043395","heparan sulfate proteoglycan binding","3/57","17/18337",1.87751712552992e-05,0.000264559231324671,0.000170683375048175,"3273/348/3075",3,"HRG/APOE/CFH"
"GO:0005539","glycosaminoglycan binding","6/57","228/18337",7.39391358325255e-05,0.000955047171170121,0.000616159465271046,"3512/2147/3273/6288/348/3075",6,"JCHAIN/F2/HRG/SAA1/APOE/CFH"
"GO:0008201","heparin binding","5/57","164/18337",0.000154839766921189,0.00184616645175263,0.00119107513016299,"2147/3273/6288/348/3075",5,"F2/HRG/SAA1/APOE/CFH"
"GO:0043394","proteoglycan binding","3/57","36/18337",0.000189046817247036,0.00209301833380647,0.0013503344089074,"3273/348/3075",3,"HRG/APOE/CFH"
"GO:0031720","haptoglobin binding","2/57","10/18337",0.000420428926718705,0.00434443224275995,0.00280285951145803,"3043/3040",2,"HBB/HBA2"
"GO:0005344","oxygen carrier activity","2/57","14/18337",0.000843433607166817,0.00817076306942854,0.00527146004479261,"3043/3040",2,"HBB/HBA2"
"GO:1901681","sulfur compound binding","5/57","260/18337",0.00126564957140059,0.0115397460921819,0.00744499747882702,"2147/3273/6288/348/3075",5,"F2/HRG/SAA1/APOE/CFH"
"GO:0055102","lipase inhibitor activity","2/57","18/18337",0.00140680309569422,0.012114137768478,0.00781557275385677,"335/345",2,"APOA1/APOC3"
"GO:0004252","serine-type endopeptidase activity","4/57","168/18337",0.00184024809287458,0.014166899035729,0.00913993486176067,"3240/3250/2147/716",4,"HP/HPR/F2/C1S"
"GO:0001848","complement binding","2/57","21/18337",0.00191938632096974,0.014166899035729,0.00913993486176067,"720/721",2,"C4A/C4B"
"GO:0120020","cholesterol transfer activity","2/57","21/18337",0.00191938632096974,0.014166899035729,0.00913993486176067,"335/348",2,"APOA1/APOE"
"GO:0120015","sterol transfer activity","2/57","22/18337",0.00210711960776962,0.0148456154183768,0.00957781639895281,"335/348",2,"APOA1/APOE"
"GO:0001540","amyloid-beta binding","3/57","84/18337",0.00227022977535481,0.0148748460264281,0.00959667485576006,"335/1191/348",3,"APOA1/CLU/APOE"
"GO:0050750","low-density lipoprotein particle receptor binding","2/57","23/18337",0.00230320196538241,0.0148748460264281,0.00959667485576006,"1191/348",2,"CLU/APOE"
"GO:0019865","immunoglobulin binding","2/57","24/18337",0.00250758152264114,0.015547005440375,0.0100303260905645,"3512/3273",2,"JCHAIN/HRG"
"GO:0008236","serine-type peptidase activity","4/57","186/18337",0.00266250178409622,0.0158726067898044,0.0102403914772932,"3240/3250/2147/716",4,"HP/HPR/F2/C1S"
"GO:0017171","serine hydrolase activity","4/57","188/18337",0.0027671351018484,0.0158854052143149,0.0102486485253645,"3240/3250/2147/716",4,"HP/HPR/F2/C1S"
"GO:0071813","lipoprotein particle binding","2/57","30/18337",0.00390522438877305,0.020831256617709,0.0134395203985219,"335/348",2,"APOA1/APOE"
"GO:0071814","protein-lipid complex binding","2/57","30/18337",0.00390522438877305,0.020831256617709,0.0134395203985219,"335/348",2,"APOA1/APOE"
"GO:0031210","phosphatidylcholine binding","2/57","31/18337",0.0041662513235418,0.020831256617709,0.0134395203985219,"3512/335",2,"JCHAIN/APOA1"
"GO:0050997","quaternary ammonium group binding","2/57","31/18337",0.0041662513235418,0.020831256617709,0.0134395203985219,"3512/335",2,"JCHAIN/APOA1"
"GO:0052866","phosphatidylinositol phosphate phosphatase activity","2/57","33/18337",0.00471192689584993,0.0228233959017731,0.014724771549531,"22908/8821",2,"SACM1L/INPP4B"
"GO:0015248","sterol transporter activity","2/57","34/18337",0.0049964761262718,0.0234682969567312,0.0151408367462782,"335/348",2,"APOA1/APOE"
"GO:0043177","organic acid binding","3/57","114/18337",0.00536521402664739,0.0244590639450102,0.0157800412548453,"3043/3040/6280",3,"HBB/HBA2/S100A9"
"GO:0019825","oxygen binding","2/57","39/18337",0.00653436862788125,0.0289379182091884,0.0186696246510893,"3043/3040",2,"HBB/HBA2"
"GO:0048156","tau protein binding","2/57","44/18337",0.0082597271447356,0.0355627140953894,0.0229436865131544,"1191/348",2,"CLU/APOE"
"GO:0120013","lipid transfer activity","2/57","46/18337",0.00900102324096473,0.0377069892526901,0.0243270898404452,"335/348",2,"APOA1/APOE"
"GO:0020037","heme binding","3/57","140/18337",0.00943576481615824,0.0384879880659086,0.0248309600425217,"3273/3043/3040",3,"HRG/HBB/HBA2"
"GO:0015485","cholesterol binding","2/57","50/18337",0.0105692413336069,0.0420059591463863,0.0271006188041202,"335/345",2,"APOA1/APOC3"
"GO:0046906","tetrapyrrole binding","3/57","150/18337",0.0113721207840649,0.0440669680382515,0.0284303019601622,"3273/3043/3040",3,"HRG/HBB/HBA2"
"GO:0004601","peroxidase activity","2/57","53/18337",0.0118188729692448,0.0446811051276327,0.0288265194371824,"3043/3040",2,"HBB/HBA2"
